idno,name,year,date_from,date_to,cadre,training_name
01AP040511,Shri M Jagan Mohan,2007,16/06/2007,08/08/2007,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01AP040600,Shri S Suresh Kumar,2008,16/06/2008,08/08/2008,Andhra Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01AP040700,Shri Rahul Bojja,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP040711,Shri A Dinakar Babu,2008,16/06/2008,08/08/2008,Andhra Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01AP040800,Shri Solomon Arokiaraj,2008,16/06/2008,08/08/2008,Andhra Pradesh,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01AP040900,Ms. Smita Sabharwal,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP041000,Shri Siddharth Jain,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP041100,Dr.(Ms.) Christina Z Chongthu,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP041200,Ms. Neetu Kumari Prasad,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP041300,Shri Saurabh Gaur,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP041400,Shri C Sudharsan Reddy,2011,20/06/2011,12/08/2011,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP041500,Dr. Jyoti Buddha Prakash,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP041600,Shri Kona Sasidhar,2013,29/04/2013,21/06/2013,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP041700,Shri Babu A.,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP041800,Dr.(Ms.) Yogita Rana,2011,20/06/2011,12/08/2011,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP041801,Shri Lokesh Kumar Ds,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP041900,Dr. Bhaskar Katamneni,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP042200,Dr. Ilambarithi K,2013,29/04/2013,21/06/2013,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP805001,Shri G.S.R.K.R. Vijay Kumar,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP805002,Shri K.S. Sreenivasa Raju,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP805003,Shri K.R.B.H.N. Chakravarthy,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP805004,Shri G. Kishan,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP805005,Shri M. Girija Shankar,2009,29/06/2009,21/08/2009,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01AP806001,Shri G. Ravi Babu,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP806002,Shri M. Raghunandan Rao,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP806003,Shri T. Chiranjeevulu,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP806004,Ms. G.D. Priyadarshini,2010,07/06/2010,30/07/2010,Andhra Pradesh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01AP807001,Shri Vijaya Mohan,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP807002,Shri N. Krishna,2011,20/06/2011,12/08/2011,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP807003,Shri K.V. Ramana,2011,20/06/2011,12/08/2011,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP807005,Shri T. Vijaya Kumar,2013,29/04/2013,21/06/2013,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP807006,Shri P. Venkatarami Reddy,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP808004,Shri T. K. Sreedevi,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP808006,Shri V. Karuna,2013,29/04/2013,21/06/2013,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP808007,Shri B. Bala Maya Devi,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809001,Shri Anita Ramachandran,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809002,Shri K.V.Satyanarayan,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809003,Shri K. Nirmala,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809005,Ms. M. Padma,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809006,Shri P. Usha Kumari,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP809007,Shri P.A. Shobha,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP907101,Shri P. Lakshmi Narasimham,2012,02/07/2012,24/08/2012,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01AP907102,Shri P. Satyanarayana Reddy,2011,20/06/2011,12/08/2011,Andhra Pradesh,Mid Career Programme for IAS Officers - Phase III
01BH029700,Shri Alok Kumar Sinha,2007,01/01/2007,25/01/2007,Bihar,MIC Career Programme for IAS Officers - Phase V
01BH029900,Shri Afzal Amanullah,2007,01/01/2007,25/01/2007,Bihar,MIC Career Programme for IAS Officers - Phase V
01BH030300,Shri Narendra Kumar Sinha,2008,06/01/2008,01/02/2008,Bihar,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01BH031100,Shri Asok Kumar Chauhan,2008,06/01/2008,01/02/2008,Bihar,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01BH031300,Ms. Amita Paul,2008,06/01/2008,01/02/2008,Bihar,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01BH031900,Shri Bhanu Pratap Sharma,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH032000,Shri Arun Jha,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH032100,Shri Anjani Kumar Singh,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH032300,Dr. Vijay Prakash,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH032800,Shri C Lalsawta,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH032900,Shri Shakti Kumar Negi,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH033000,Shri Girish Shankar,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH033200,Shri Amitabh Verma,2010,12/12/2010,14/01/2011,Bihar,Mid Career Programme for IAS Officers- Phase V
01BH033300,Ms. Rashmi Verma,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH033400,Shri Navin Verma,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH033500,Shri Sishir Sinha,2010,12/12/2010,14/01/2011,Bihar,Mid Career Programme for IAS Officers- Phase V
01BH033700,Shri Ramesh Abhishek,2010,12/12/2010,14/01/2011,Bihar,Mid Career Programme for IAS Officers- Phase V
01BH033900,Shri Vyasji,2009,05/01/2009,30/01/2009,Bihar,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01BH034000,Shri Rajesh Gupta,2010,12/12/2010,14/01/2011,Bihar,Mid Career Programme for IAS Officers- Phase V
01BH034100,Shri Sudhir Kumar,2010,12/12/2010,14/01/2011,Bihar,Mid Career Programme for IAS Officers- Phase V
01BH034400,Shri Sudhir Kumar Rakesh,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH034500,Shri Amarjeet Sinha,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH034600,Shri Rameshwar Singh,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH034700,Shri Chandra Kishore Mishra,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH035200,Shri Sunil Kumar Singh,2011,09/10/2011,11/11/2011,Bihar,Mid Career Programme for IAS Officers - Phase V
01BH035600,Shri Deepak Kumar,2012,01/10/2012,02/11/2012,Bihar,6th round of Phase-V  of the MCTP for IAS officers (2012)
01BH035500,Shri Ravi Kant,2012,01/10/2012,02/11/2012,Bihar,6th round of Phase-V  of the MCTP for IAS officers (2012)
01BH035900,Dr. Subhas Sharma,2012,01/10/2012,02/11/2012,Bihar,6th round of Phase-V  of the MCTP for IAS officers (2012)
01BH036200,Shri Ajay V Nayak,2012,01/10/2012,02/11/2012,Bihar,6th round of Phase-V  of the MCTP for IAS officers (2012)
01BH036500,Shri Shashi Shekhar Sharma,2013,16/09/2013,18/10/2013,Bihar,7th Round MCT Phase 5
01BH042700,Shri Chandrakant Kumar Anil,2007,21/04/2007,25/05/2007,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01BH042800,Shri Pratyaya Amrit,2007,21/04/2007,25/05/2007,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01BH043000,Shri Rajit Punhani,2010,04/10/2010,26/11/2010,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01BH043200,Shri S M Raju,2007,21/04/2007,25/05/2007,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01BH043300,Shri S Sidhartha,2007,21/04/2007,25/05/2007,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01BH043500,Shri Chanchal Kumar,2011,18/04/2011,10/06/2011,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH043600,Dr. Dipak Kumar Singh,2009,01/06/2009,24/07/2009,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01BH043700,Ms. Harjot Kaur Bamhrah,2009,01/06/2009,24/07/2009,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01BH044000,Dr. Arunish Chawla,2009,01/06/2009,24/07/2009,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01BH044100,Shri Ravi Manubhai Parmar,2011,18/04/2011,10/06/2011,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH044200,Shri Hukum Singh Meena,2009,01/06/2009,24/07/2009,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01BH044400,Shri Mihir Kumar Singh,2010,04/10/2010,26/11/2010,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01BH044500,Shri Sandeep Pondrik,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH044700,Shri Uday Singh Kumawat,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH045001,Shri Atish Chandra,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH045200,Shri Arvind Kumar Chaudhary,2008,21/04/2008,11/06/2008,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01BH045400,Ms. Vijaya Lakshmi Nadendla,2008,21/04/2008,11/06/2008,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01BH045600,Dr. B Rajender,2008,21/04/2008,11/06/2008,Bihar,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01BH045700,Shri Anand Kishor,2011,22/08/2011,14/10/2011,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH045800,Shri H R Srinivasa,2014,23/06/2014,14/08/2014,Bihar,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01BH045821,Shri Pradeep Kumar,2011,22/08/2011,14/10/2011,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH046000,Shri Rahul Singh,2011,22/08/2011,14/10/2011,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH046100,Shri Senthil K Kumar,2014,23/06/2014,14/08/2014,Bihar,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01BH046400,Shri Vipin Kumar,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH046600,Shri Santosh Kumar Mall,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH046800,Shri Pankaj Kumar,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH046900,Dr.(Ms.) A N Safeena,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH047000,Shri Sanjeev Hans,2012,30/04/2012,22/06/2012,Bihar,Mid Career Programme for IAS Officers - Phase IV
01BH047100,Shri Robert Lalchungnunga Chongthu,2013,01/07/2013,23/08/2013,Bihar,8th Round of Phase-IV Mid Career Programme for IAS Officers
01BH047400,Shri Narmdeshwar Lal,2007,16/06/2007,08/08/2007,Bihar,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01BH047400,Shri Narmdeshwar Lal,2013,01/07/2013,23/08/2013,Bihar,8th Round of Phase-IV Mid Career Programme for IAS Officers
01BH047800,Shri Vinay Kumar,2007,16/06/2007,08/08/2007,Bihar,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01BH047800,Shri Vinay Kumar,2014,23/06/2014,14/08/2014,Bihar,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01BH048000,Shri Jitendra Srivastava,2008,16/06/2008,08/08/2008,Bihar,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01BH048100,Shri Prem Singh Meena,2008,16/06/2008,08/08/2008,Bihar,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01BH048200,Dr. N Saravana Kumar,2008,16/06/2008,08/08/2008,Bihar,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01BH048300,Shri Sridhar Chiruvolu,2009,29/06/2009,21/08/2009,Bihar,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01BH048400,Shri Mayank Warwade,2009,29/06/2009,21/08/2009,Bihar,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01BH048500,Shri Rajesh Kumar,2010,07/06/2010,30/07/2010,Bihar,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01BH048600,Shri Sanjay Kumar Agarwal,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH048700,Dr.(Ms.) Pratima Satish Kumar,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH048800,Shri Saravanan M,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH048900,Shri Lokesh Kumar Singh,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049000,Ms. Bandana Preyashi,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049100,Shri Anupam Kumar,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049200,Shri Asangba Chuba Ao,2011,20/06/2011,12/08/2011,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049300,Ms. Palka Sahni,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049400,Shri R Lakshmaman,2012,02/07/2012,24/08/2012,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049600,Dr. Birendra Prasad Yadav,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049700,Shri Kundan Kumar,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049900,Shri Manish Kumar,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH049800,Shri Abhay Kumar Singh,2012,02/07/2012,24/08/2012,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH050100,Shri Ajay Yadav,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01BH050300,Shri Divesh Sehara,2013,29/04/2013,21/06/2013,Bihar,Mid Career Programme for IAS Officers - Phase III
01CG033000,Shri Vivek Kumar Dhand,2009,05/01/2009,30/01/2009,Chhatisgarh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01CG033800,Shri Dibyendu Sekhar Misra,2010,12/12/2010,14/01/2011,Chhatisgarh,Mid Career Programme for IAS Officers- Phase V
01CG035000,Shri Ajay Singh,2012,01/10/2012,02/11/2012,Chhatisgarh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01CG035800,Shri Narendra Kumar Aswal,2011,09/10/2011,11/11/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase V
01CG043000,Ms. Renu G Pillay,2007,21/04/2007,25/05/2007,Chhatisgarh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01CG043500,Shri Subrat Sahoo,2009,01/06/2009,24/07/2009,Chhatisgarh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01CG043622,Shri Dinesh Kumar Shrivastava,2010,04/10/2010,26/11/2010,Chhatisgarh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01CG044000,Shri Amit Agrawal,2012,30/04/2012,22/06/2012,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG044400,Ms. Richa Sharma,2011,18/04/2011,10/06/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG044800,Ms. Nidhi Chhiber,2011,18/04/2011,10/06/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG044728,Shri Ganesh Shanker Mishra,2012,30/04/2012,22/06/2012,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG044900,Shri Vikas Sheel,2011,18/04/2011,10/06/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG045100,Shri Manoj Kr Pingua,2012,30/04/2012,22/06/2012,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG045201,Shri Gaurav Dwivedi,2008,21/04/2008,11/06/2008,Chhatisgarh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01CG045202,Dr.(Ms.) Maninder Kaur,2008,21/04/2008,11/06/2008,Chhatisgarh,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01CG045211,Shri B L Tiwari,2011,22/08/2011,14/10/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG045213,Shri Krishnaram Pisda,2011,22/08/2011,14/10/2011,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG046200,Shri Subodh Kumar Singh,2012,30/04/2012,22/06/2012,Chhatisgarh,Mid Career Programme for IAS Officers - Phase IV
01CG046201,Ms. Niharika Barik,2014,23/06/2014,14/08/2014,Chhatisgarh,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01CG047100,Shri Sonmoni Borah,2010,07/06/2010,30/07/2010,Chhatisgarh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01CG047111,Shri Trilok Chand Mahawar,2009,29/06/2009,21/08/2009,Chhatisgarh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01CG047112,Shri L S Ken,2009,29/06/2009,21/08/2009,Chhatisgarh,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
